id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,difficulty,cefr_level,toeic_level,frequency,synonyms,antonyms,word_family,collocations,phrasal_verbs,grammar_pattern,common_mistakes,usage_note,topic,mnemonic,mnemonic_type,memory_tip,is_common,stage,created_at,updated_at
,timber,noun,timber,,timber trong ngữ cảnh kinh doanh.,The timber is important for business operations.,Dịch: The timber is important for business operations.,,,medium,B1,500,50,[],[],[],[],[],Common usage,,,General Business Operations,,,timber = timber,True,1,,
,infrastructure maintenance,phrasal verb,infrastructure maintenance,,infrastructure maintenance trong ngữ cảnh kinh doanh.,infrastructure maintenance plays an important role in business.,Dịch: infrastructure maintenance plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,infrastructure maintenance = infrastructure maintenance,True,4,,
,construction standard,phrasal verb,construction standard,,construction standard trong ngữ cảnh kinh doanh.,construction standard plays an important role in business.,Dịch: construction standard plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,construction standard = construction standard,True,4,,
,public sector,phrasal verb,public sector,,public sector trong ngữ cảnh kinh doanh.,public sector plays an important role in business.,Dịch: public sector plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,public sector = public sector,True,4,,
,infrastructure project,phrasal verb,infrastructure project,,infrastructure project trong ngữ cảnh kinh doanh.,infrastructure project plays an important role in business.,Dịch: infrastructure project plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,infrastructure project = infrastructure project,True,4,,
,maintenance budget,phrasal verb,maintenance budget,,maintenance budget trong ngữ cảnh kinh doanh.,maintenance budget plays an important role in business.,Dịch: maintenance budget plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,maintenance budget = maintenance budget,True,4,,
,budget estimate,phrasal verb,budget estimate,,budget estimate trong ngữ cảnh kinh doanh.,budget estimate plays an important role in business.,Dịch: budget estimate plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,budget estimate = budget estimate,True,4,,
,site survey,phrasal verb,site survey,,site survey trong ngữ cảnh kinh doanh.,site survey plays an important role in business.,Dịch: site survey plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,site survey = site survey,True,4,,
,traffic survey,phrasal verb,traffic survey,,traffic survey trong ngữ cảnh kinh doanh.,traffic survey plays an important role in business.,Dịch: traffic survey plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,traffic survey = traffic survey,True,4,,
,regional plan,phrasal verb,regional plan,,regional plan trong ngữ cảnh kinh doanh.,regional plan plays an important role in business.,Dịch: regional plan plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,regional plan = regional plan,True,4,,
,smart grid,phrasal verb,smart grid,,smart grid trong ngữ cảnh kinh doanh.,smart grid plays an important role in business.,Dịch: smart grid plays an important role in business.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,smart grid = smart grid,True,3,,
,connected infrastructure,phrasal verb,connected infrastructure,,connected infrastructure trong ngữ cảnh kinh doanh.,connected infrastructure plays an important role in business.,Dịch: connected infrastructure plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,connected infrastructure = connected infrastructure,True,4,,
,data platform,phrasal verb,data platform,,data platform trong ngữ cảnh kinh doanh.,data platform plays an important role in business.,Dịch: data platform plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,data platform = data platform,True,4,,
,garbage collection,phrasal verb,garbage collection,,garbage collection trong ngữ cảnh kinh doanh.,garbage collection plays an important role in business.,Dịch: garbage collection plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,garbage collection = garbage collection,True,4,,
,composting facility,phrasal verb,composting facility,,composting facility trong ngữ cảnh kinh doanh.,composting facility plays an important role in business.,Dịch: composting facility plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,composting facility = composting facility,True,4,,
,environmental cleanup,phrasal verb,environmental cleanup,,environmental cleanup trong ngữ cảnh kinh doanh.,environmental cleanup plays an important role in business.,Dịch: environmental cleanup plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,environmental cleanup = environmental cleanup,True,4,,
,environmental health,phrasal verb,environmental health,,environmental health trong ngữ cảnh kinh doanh.,environmental health plays an important role in business.,Dịch: environmental health plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,environmental health = environmental health,True,4,,
,environmental quality,phrasal verb,environmental quality,,environmental quality trong ngữ cảnh kinh doanh.,environmental quality plays an important role in business.,Dịch: environmental quality plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,environmental quality = environmental quality,True,4,,
,contaminant,adjective,contaminant,,contaminant trong ngữ cảnh kinh doanh.,The company is contaminant in its approach.,Dịch: The company is contaminant in its approach.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,contaminant = contaminant,True,4,,
,radioactive waste,phrasal verb,radioactive waste,,radioactive waste trong ngữ cảnh kinh doanh.,radioactive waste plays an important role in business.,Dịch: radioactive waste plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,radioactive waste = radioactive waste,True,4,,
,processing plant,phrasal verb,processing plant,,processing plant trong ngữ cảnh kinh doanh.,processing plant plays an important role in business.,Dịch: processing plant plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,processing plant = processing plant,True,4,,
,extraction,noun,extraction,,extraction trong ngữ cảnh kinh doanh.,The extraction is important for business operations.,Dịch: The extraction is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,extraction = extraction,True,3,,
,soil conservation,phrasal verb,soil conservation,,soil conservation trong ngữ cảnh kinh doanh.,soil conservation plays an important role in business.,Dịch: soil conservation plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,soil conservation = soil conservation,True,4,,
,water security,phrasal verb,water security,,water security trong ngữ cảnh kinh doanh.,water security plays an important role in business.,Dịch: water security plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,water security = water security,True,4,,
,water resource,phrasal verb,water resource,,water resource trong ngữ cảnh kinh doanh.,water resource plays an important role in business.,Dịch: water resource plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,water resource = water resource,True,4,,
,overconsumption,noun,overconsumption,,overconsumption trong ngữ cảnh kinh doanh.,The overconsumption is important for business operations.,Dịch: The overconsumption is important for business operations.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,overconsumption = overconsumption,True,4,,
,energy shortage,phrasal verb,energy shortage,,energy shortage trong ngữ cảnh kinh doanh.,energy shortage plays an important role in business.,Dịch: energy shortage plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,energy shortage = energy shortage,True,4,,
,extreme weather,phrasal verb,extreme weather,,extreme weather trong ngữ cảnh kinh doanh.,extreme weather plays an important role in business.,Dịch: extreme weather plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,extreme weather = extreme weather,True,4,,
,wildfire,noun,wildfire,,wildfire trong ngữ cảnh kinh doanh.,The wildfire is important for business operations.,Dịch: The wildfire is important for business operations.,,,medium,B2,600,50,[],[],[],[],[],Common usage,,,General Business Operations,,,wildfire = wildfire,True,2,,
,disaster risk,phrasal verb,disaster risk,,disaster risk trong ngữ cảnh kinh doanh.,disaster risk plays an important role in business.,Dịch: disaster risk plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,disaster risk = disaster risk,True,4,,
,emergency planning,phrasal verb,emergency planning,,emergency planning trong ngữ cảnh kinh doanh.,emergency planning plays an important role in business.,Dịch: emergency planning plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,emergency planning = emergency planning,True,4,,
