id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,topic,topic_url,created_at
605,contribute,v.,Đóng góp,/kən'tribju:t/,"to give something, especially money or goods, to help somebody",Do you contribute anything to this charity?,Bạn có đóng góp gì cho buổi từ thiện này không?,https://audio.tflat.vn/data/cache/images/300x225/c/o/contribute1.jpg,https://audio.tflat.vn/audio/c/o/contribute.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
606,dedication,n.,"‹sự› cống hiến, hiến dâng, tận tâm, tận tụy","/,dedi'keiʃn/",the hard work and effort that somebody puts into an activity or purpose,The director's dedication to a high-quality product has motivated many of his employees.,Sự cống hiến của giám đốc cho một sản phẩm chất lượng cao đã thúc đẩy nhiều nhân viên.,https://audio.tflat.vn/data/cache/images/300x225/d/e/dedication1.jpg,https://audio.tflat.vn/audio/d/e/dedication.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
607,look forward to,,"Mong đợi, mong chờ, trông mong",,to anticipate,My mother look forward to seeing me after the war is over.,Mẹ tôi mong đợi được gặp tôi sau khi chiến tranh kết thúc. ,https://audio.tflat.vn/data/cache/images/300x225/l/o/look_forward_to1.jpg,https://audio.tflat.vn/audio/l/o/look_forward_to.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
608,look to,v.,"Tin vào, trông cậy vào, mong đợi ở (ai)",/lʊk tuː/,"to depend on, to rely on",They look to their supervisor for guidance and direction.,Họ trông cậy vào người giám sát của họ về sự chỉ đạo và hướng dẫn.,https://audio.tflat.vn/data/cache/images/300x225/l/o/look_to1.jpg,https://audio.tflat.vn/audio/l/o/look_to.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
609,loyal,adj.,"Trung thành, trung nghĩa, trung kiên",/'lɔiəl/,remaining faithful to somebody / something and supporting them or it,"Even though your assistant is loyal, you have to question his job performance.","Dù là trợ lý của anh trung thành, anh vẫn phải đặt vấn đề về kết quả công việc của hắn.",https://audio.tflat.vn/data/cache/images/300x225/l/o/loyal1.png,https://audio.tflat.vn/audio/l/o/loyal.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
638,manufacture,verb,sản xuất,/ˌmænjuˈfæktʃər/,to make goods,The factory manufactures cars.,Nhà máy sản xuất ô tô.,,,Manufacturing,,2026-07-24 17:36:44.573617
610,merit,n.,"Công lao, công trạng",/'merit/,the quality of being good and of deserving praise,Employees are evaluated on their merit and not on seniority.,Nhân viên được đánh giá theo công lao của họ và không theo thâm niên.,https://audio.tflat.vn/data/cache/images/300x225/m/e/merit1.jpg,https://audio.tflat.vn/audio/m/e/merit.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
611,obviously,adv.,"‹một cách› rõ ràng, hiển nhiên (clearly, evidently)",/ˈɒbviəsli/,used when giving infor that you expect other people to know already,Her tardiness was obviously resented by her coworkers.,Sự chậm chạp của cô ta rõ ràng là bị đồng nghiệp bực bội.,https://audio.tflat.vn/data/cache/images/300x225/o/b/obviously1.jpg,https://audio.tflat.vn/audio/o/b/obviously.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
612,productive,adj.,"Có năng suất, hiệu quả ",/prəˈdʌktɪv/,"making goods or growing crops, especially in large quantities",The managers had a very productive meeting and were able to solve many of the problems.,Người trưởng phòng có một cuộc họp rất hiệu quả và đã có thể làm sáng tỏ nhiều vấn đề.,https://audio.tflat.vn/data/cache/images/300x225/p/r/productive1.png,https://audio.tflat.vn/audio/p/r/productive.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
613,promote,v.,"Khuyến khích, đẩy mạnh, làm tăng thêm",/prəˈməʊt/,to move somebody to a higher rank or more senior job,The youth club in my neighbourhood works to promote awareness of the dangers that threaten our environment.,Câu lạc bộ thanh niên ở vùng tôi hoạt động để tăng thêm nhận thức về những nguy hiểm đe dọa môi trường của chúng ta.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_youth__ex1_56248d157f8b9a040dc65ef4.jpg,https://audio.tflat.vn/audio/p/r/promote.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
614,recognition,n.,"Sự ghi nhận, sự công nhận","/,rekəg'niʃn/","the act of accepting that something exists, is true or is official",She received recognition for her work.,Cô ấy đã có được sự ghi nhận cho những việc cô ấy đã làm.,https://audio.tflat.vn/data/cache/images/300x225/r/e/recognition1.jpg,https://audio.tflat.vn/audio/r/e/recognition.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
615,value,v.,"Đánh giá, định giá",/'vælju:/,to think that somebody / something is important,"The expert valued the text at $7,000.",Chuyên gia đã định giá nguyên bản/cuốn sách là 7 ngàn đô-la.,https://audio.tflat.vn/data/cache/images/300x225/v/a/value1.jpg,https://audio.tflat.vn/audio/v/a/value.mp3,"Promotions, Pensions & Award",https://tienganhtflat.com/blog/toeic-words-promotions-pensions-award,2026-07-24 17:22:34.132489
639,outsource,verb,thuê ngoài,/ˌaʊtˈsɔːrs/,to hire another company,The firm outsourced IT services.,Công ty thuê ngoài dịch vụ CNTT.,,,Business,,2026-07-24 17:36:44.573617
640,overdue,adjective,quá hạn,/ˌoʊvərˈduː/,not paid on time,Your payment is overdue.,Khoản thanh toán của bạn đã quá hạn.,,,Finance,,2026-07-24 17:36:44.573617
641,payroll,noun,bảng lương,/ˈpeɪroʊl/,list of employees and salaries,Payroll is processed monthly.,Bảng lương được xử lý hàng tháng.,,,Human Resources,,2026-07-24 17:36:44.573617
642,procurement,noun,mua sắm,/prəˈkjʊrmənt/,the process of obtaining goods,The procurement team negotiated prices.,Bộ phận mua sắm đã thương lượng giá.,,,Business,,2026-07-24 17:36:44.573617
643,reimburse,verb,hoàn trả,/ˌriːɪmˈbɜːrs/,to pay back expenses,The company reimbursed travel costs.,Công ty hoàn trả chi phí đi lại.,,,Finance,,2026-07-24 17:36:44.573617
644,renovation,noun,cải tạo,/ˌrenəˈveɪʃn/,repairing or improving a building,The office is under renovation.,Văn phòng đang được cải tạo.,,,Construction,,2026-07-24 17:36:44.573617
645,shipment,noun,lô hàng,/ˈʃɪpmənt/,goods being transported,The shipment arrived yesterday.,Lô hàng đã đến hôm qua.,,,Logistics,,2026-07-24 17:36:44.573617
646,stakeholder,noun,bên liên quan,/ˈsteɪkhoʊldər/,a person with an interest,Stakeholders approved the proposal.,Các bên liên quan đã phê duyệt đề xuất.,,,Business,,2026-07-24 17:36:44.573617
647,warranty,noun,bảo hành,/ˈwɔːrənti/,a written guarantee,The product has a two-year warranty.,Sản phẩm có bảo hành hai năm.,,,Sales,,2026-07-24 17:36:44.573617
648,workforce,noun,lực lượng lao động,/ˈwɜːrkfɔːrs/,all employees,The workforce continues to grow.,Lực lượng lao động tiếp tục tăng.,,,Human Resources,,2026-07-24 17:36:44.573617
649,affordable,adjective,giá phải chăng,/əˈfɔːrdəbl/,reasonably priced,The apartments are affordable.,Các căn hộ có giá phải chăng.,,,Business,,2026-07-24 17:36:44.573617
650,benchmark,noun,tiêu chuẩn đánh giá,/ˈbentʃmɑːrk/,a standard for comparison,Sales exceeded the benchmark.,Doanh số vượt tiêu chuẩn.,,,Business,,2026-07-24 17:36:44.573617
651,briefing,noun,buổi phổ biến,/ˈbriːfɪŋ/,a meeting for information,Attend the morning briefing.,Hãy tham dự buổi phổ biến buổi sáng.,,,Office,,2026-07-24 17:36:44.573617
652,compliance,noun,sự tuân thủ,/kəmˈplaɪəns/,following rules,Compliance is mandatory.,Việc tuân thủ là bắt buộc.,,,Legal,,2026-07-24 17:36:44.573617
653,deduct,verb,khấu trừ,/dɪˈdʌkt/,to subtract,Taxes will be deducted.,Thuế sẽ được khấu trừ.,,,Finance,,2026-07-24 17:36:44.573617
654,forecast,noun,dự báo,/ˈfɔːrkæst/,prediction of future events,The sales forecast is positive.,Dự báo doanh số rất khả quan.,,,Business,,2026-07-24 17:36:44.573617
655,inventory,noun,hàng tồn kho,/ˈɪnvəntɔːri/,goods kept in stock,Inventory levels are low.,Mức tồn kho đang thấp.,,,Warehouse,,2026-07-24 17:36:44.573617
656,merchandise,noun,hàng hóa,/ˈmɜːrtʃəndaɪs/,goods for sale,New merchandise arrived today.,Hàng hóa mới đã đến hôm nay.,,,Retail,,2026-07-24 17:36:44.573617
657,negotiate,verb,đàm phán,/nɪˈɡoʊʃieɪt/,to discuss terms,They negotiated a better deal.,Họ đã đàm phán một thỏa thuận tốt hơn.,,,Business,,2026-07-24 17:36:44.573617
658,orientation,noun,buổi định hướng,/ˌɔːriənˈteɪʃn/,introduction for newcomers,Orientation starts Monday.,Buổi định hướng bắt đầu vào thứ Hai.,,,Employment,,2026-07-24 17:36:44.573617
659,productivity,noun,năng suất,/ˌprɑːdʌkˈtɪvəti/,efficiency of production,Productivity increased this quarter.,Năng suất tăng trong quý này.,,,Business,,2026-07-24 17:36:44.573617
660,promotion,noun,thăng chức,/prəˈmoʊʃn/,advancement in position,She earned a promotion.,Cô ấy được thăng chức.,,,Employment,,2026-07-24 17:36:44.573617
661,quota,noun,chỉ tiêu,/ˈkwoʊtə/,required amount,The sales quota was achieved.,Chỉ tiêu doanh số đã hoàn thành.,,,Sales,,2026-07-24 17:36:44.573617
662,refund,noun,hoàn tiền,/ˈriːfʌnd/,money returned,Customers requested a refund.,Khách hàng yêu cầu hoàn tiền.,,,Customer Service,,2026-07-24 17:36:44.573617
663,vendor,noun,nhà cung cấp,/ˈvendər/,a seller or supplier,The vendor delivered the equipment.,Nhà cung cấp đã giao thiết bị.,,,Procurement,,2026-07-24 17:36:44.573617
664,warehouse,noun,kho hàng,/ˈwerhaʊs/,building for storing goods,The warehouse is full.,Kho hàng đã đầy.,,,Logistics,,2026-07-24 17:36:44.573617
665,workshop,noun,hội thảo,/ˈwɜːrkʃɑːp/,a training session,Employees attended the workshop.,Nhân viên đã tham dự hội thảo.,,,Training,,2026-07-24 17:36:44.573617
666,allocate,verb,phân bổ,/ˈæləkeɪt/,to distribute resources,The budget was allocated wisely.,Ngân sách đã được phân bổ hợp lý.,,,Business,,2026-07-24 17:39:02.670694
667,audit,noun,kiểm toán,/ˈɔːdɪt/,an official examination of accounts,The company passed the audit.,Công ty đã vượt qua cuộc kiểm toán.,,,Finance,,2026-07-24 17:39:02.670694
668,authorize,verb,ủy quyền,/ˈɔːθəraɪz/,to give official permission,Only managers can authorize refunds.,Chỉ quản lý mới được phép phê duyệt hoàn tiền.,,,Business,,2026-07-24 17:39:02.670694
669,backlog,noun,công việc tồn đọng,/ˈbæklɔːɡ/,unfinished work,We need to clear the backlog.,Chúng ta cần giải quyết công việc tồn đọng.,,,Office,,2026-07-24 17:39:02.670694
670,bid,noun,giá dự thầu,/bɪd/,an offer to perform work,The company submitted a bid.,Công ty đã nộp hồ sơ dự thầu.,,,Business,,2026-07-24 17:39:02.670694
671,broker,noun,môi giới,/ˈbroʊkər/,a person who arranges deals,The broker found a buyer.,Người môi giới đã tìm được người mua.,,,Finance,,2026-07-24 17:39:02.670694
672,catalog,noun,danh mục,/ˈkætəlɔːɡ/,a list of products,Our new catalog is available online.,Danh mục sản phẩm mới đã có trực tuyến.,,,Sales,,2026-07-24 17:39:02.670694
673,clarify,verb,làm rõ,/ˈklærəfaɪ/,to make something clear,Please clarify your request.,Vui lòng làm rõ yêu cầu của bạn.,,,Communication,,2026-07-24 17:39:02.670694
674,consignment,noun,lô hàng ký gửi,/kənˈsaɪnmənt/,goods sent to someone,The consignment arrived safely.,Lô hàng ký gửi đã đến an toàn.,,,Logistics,,2026-07-24 17:39:02.670694
675,consolidate,verb,hợp nhất,/kənˈsɑːlɪdeɪt/,to combine into one,The company consolidated its offices.,Công ty đã hợp nhất các văn phòng.,,,Business,,2026-07-24 17:39:02.670694
676,consultancy,noun,công ty tư vấn,/kənˈsʌltənsi/,a consulting business,She works for a consultancy.,Cô ấy làm việc cho một công ty tư vấn.,,,Business,,2026-07-24 17:39:02.670694
677,contingency,noun,tình huống dự phòng,/kənˈtɪndʒənsi/,a possible future event,We prepared a contingency plan.,Chúng tôi đã chuẩn bị kế hoạch dự phòng.,,,Management,,2026-07-24 17:39:02.670694
678,courier,noun,người giao hàng,/ˈkʊriər/,a delivery service,The courier delivered the package.,Người giao hàng đã giao bưu kiện.,,,Logistics,,2026-07-24 17:39:02.670694
679,depreciation,noun,khấu hao,/dɪˌpriːʃiˈeɪʃn/,loss in value over time,Depreciation affects asset value.,Khấu hao ảnh hưởng đến giá trị tài sản.,,,Accounting,,2026-07-24 17:39:02.670694
680,discontinue,verb,ngừng sản xuất,/ˌdɪskənˈtɪnjuː/,to stop making something,The product was discontinued.,Sản phẩm đã ngừng sản xuất.,,,Business,,2026-07-24 17:39:02.670694
681,distributor,noun,nhà phân phối,/dɪˈstrɪbjətər/,a company supplying goods,The distributor covers Asia.,Nhà phân phối phụ trách khu vực châu Á.,,,Trade,,2026-07-24 17:39:02.670694
682,downsize,verb,cắt giảm nhân sự,/ˈdaʊnsaɪz/,to reduce workforce,The company downsized last year.,Công ty đã cắt giảm nhân sự năm ngoái.,,,Human Resources,,2026-07-24 17:39:02.670694
683,endorse,verb,chứng thực,/ɪnˈdɔːrs/,to approve publicly,The manager endorsed the proposal.,Quản lý đã chấp thuận đề xuất.,,,Business,,2026-07-24 17:39:02.670694
684,escalate,verb,leo thang,/ˈeskəleɪt/,to become more serious,The issue quickly escalated.,Vấn đề nhanh chóng trở nên nghiêm trọng.,,,Management,,2026-07-24 17:39:02.670694
