id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,difficulty,cefr_level,toeic_level,frequency,synonyms,antonyms,word_family,collocations,phrasal_verbs,grammar_pattern,common_mistakes,usage_note,topic,mnemonic,mnemonic_type,memory_tip,is_common,stage,created_at,updated_at
,revenue,noun,doanh thu,/ˈrevənuː/,Tổng số tiền doanh nghiệp thu được từ hoạt động kinh doanh trước khi trừ chi phí.,The company reported higher revenue this quarter.,Công ty báo cáo doanh thu cao hơn trong quý này.,,,medium,B2,700,extremely common,income; sales; earnings,expenses,revenue-generating,annual revenue; sales revenue; revenue growth; tax revenue,,revenue from + activity/source,"Không đồng nghĩa hoàn toàn với profit; revenue là doanh thu, profit là lợi nhuận sau chi phí.",Từ quan trọng trong Finance và Business.,Finance,revenue = money coming in,association,"revenue = doanh thu, profit = lợi nhuận",TRUE,3,,
,revenue analysis,noun,phân tích doanh thu,/ˈrevənuː əˈnæləsɪs/,Quá trình phân tích nguồn và xu hướng doanh thu.,The finance team conducted a revenue analysis for the first quarter.,Nhóm tài chính tiến hành phân tích doanh thu cho quý đầu tiên.,,,medium,B2,750,common,revenue review,,"analyze, analysis, analytical, revenue",revenue analysis report; detailed revenue analysis,,analysis of + revenue,"Revenue là doanh thu, không phải lợi nhuận.",Thường gặp trong finance và business reporting.,Finance / Business,revenue = tiền thu vào từ hoạt động kinh doanh,word_family,revenue analysis = phân tích doanh thu,TRUE,3,,
,revenue diversification,noun phrase,đa dạng hóa doanh thu,/ˈrevənuː daɪˌvɜːrsɪfɪˈkeɪʃən/,Việc tạo doanh thu từ nhiều nguồn khác nhau để giảm phụ thuộc vào một nguồn.,Revenue diversification reduced the company's dependence on one product.,Đa dạng hóa doanh thu giúp công ty giảm phụ thuộc vào một sản phẩm.,,,hard,C1,900,uncommon,"income diversification, revenue expansion",revenue concentration,"diversify, diversification, revenue","revenue diversification strategy, revenue diversification plan",diversify into,diversification of + revenue sources,Không nhầm với revenue growth; diversification nói về nhiều nguồn doanh thu.,Thuật ngữ Corporate Strategy.,Finance / Business,diversify revenue = use several income sources,association,revenue diversification = nhiều nguồn doanh thu,TRUE,5,,
,revenue enhancement,noun phrase,tăng doanh thu,/ˈrevənuː ɪnˈhænsmənt/,Các biện pháp nhằm tăng doanh thu của doanh nghiệp.,The company introduced new services as part of its revenue enhancement strategy.,Công ty giới thiệu các dịch vụ mới như một phần trong chiến lược tăng doanh thu.,,,hard,C1,850,common,"revenue growth, revenue improvement",revenue decline,"enhance, enhancement, revenue","revenue enhancement strategy, revenue enhancement plan",,enhancement of + noun,Không nhầm revenue enhancement với profit improvement; tăng doanh thu không nhất thiết làm tăng lợi nhuận.,Cụm thường dùng trong Business Strategy và Finance.,Finance; Business,enhance revenue = làm doanh thu cao hơn,association,enhancement = làm tốt/cao hơn,TRUE,5,,
,revenue forecast,noun phrase,dự báo doanh thu,/ˈrevənuː ˈfɔːrkæst/,Ước tính doanh thu dự kiến trong tương lai.,The finance team revised its revenue forecast.,Nhóm tài chính đã điều chỉnh dự báo doanh thu.,,,medium,C1,850,extremely common,sales forecast,,revenue; forecast,annual revenue forecast; revise a forecast,forecast for,forecast for + period,Forecast vừa là danh từ vừa là động từ.,Thường gặp trong kế hoạch kinh doanh.,Finance,forecast = dự báo,word_family,revenue forecast = dự báo doanh thu,TRUE,4,,
,revenue generation,noun,tạo doanh thu,/ˈrevənjuː ˌdʒenəˈreɪʃən/,Hoạt động tạo ra doanh thu cho doanh nghiệp.,The new service is expected to support revenue generation.,Dịch vụ mới được kỳ vọng hỗ trợ tạo doanh thu.,,,medium,B2,750,common,revenue creation,,generate; generation; revenue,revenue generation strategy; revenue-generating activity,,revenue generation from + source,Không nhầm revenue với profit.,Cụm phổ biến trong business strategy.,Business; Finance,generate revenue = tạo doanh thu,word_family,revenue generation = tạo doanh thu,TRUE,3,,
,revenue goal,noun phrase,mục tiêu doanh thu,/ˈrevənuː ɡoʊl/,Mức doanh thu mà doanh nghiệp đặt mục tiêu đạt được.,The company set an ambitious revenue goal for next year.,Công ty đặt mục tiêu doanh thu đầy tham vọng cho năm tới.,,,medium,B2,650,common,"revenue target, sales target",,"revenue, goal","revenue goal, annual revenue goal, revenue target",,goal of + noun,Không nhầm revenue goal với profit goal.,"Revenue là doanh thu, không phải lợi nhuận.",Finance,revenue = tiền thu vào từ bán hàng/dịch vụ,contrast,revenue goal = mục tiêu doanh thu,TRUE,3,,
,revenue growth,noun phrase,tăng trưởng doanh thu,/ˈrevənuː ɡroʊθ/,Sự gia tăng doanh thu của doanh nghiệp theo thời gian.,The company reported strong revenue growth.,Công ty báo cáo mức tăng trưởng doanh thu mạnh.,,,easy,B1,600,extremely common,"sales growth, revenue increase",revenue decline,"revenue, grow, growth","revenue growth, annual revenue growth",grow by,revenue grew by 15%,Revenue không đồng nghĩa profit.,Revenue là doanh thu trước các chi phí.,Finance / Business,revenue = tiền thu vào,contrast,revenue ≠ profit,TRUE,3,,
,revenue model,noun phrase,mô hình doanh thu,/ˈrevənuː ˈmɑːdəl/,"Cách doanh nghiệp tạo ra doanh thu từ sản phẩm, dịch vụ hoặc khách hàng.",The company changed its revenue model from one-time sales to subscriptions.,Công ty thay đổi mô hình doanh thu từ bán một lần sang hình thức đăng ký.,,,medium,C1,800,common,"income model, monetization model",,"revenue, model, monetize","subscription revenue model, business revenue model",,model based on + noun,Không nhầm revenue model với business model; revenue model chỉ tập trung vào cách tạo doanh thu.,Rất phổ biến trong Startup và Business Strategy.,Business; Finance,model = cách tạo revenue,association,revenue model = cách kiếm doanh thu,TRUE,4,,
,revenue objective,noun,mục tiêu doanh thu,/ˈrevənjuː əbˈdʒektɪv/,Mục tiêu về mức doanh thu cần đạt trong một khoảng thời gian.,The sales team exceeded its annual revenue objective.,Đội ngũ bán hàng đã vượt mục tiêu doanh thu hàng năm.,,,medium,B2,700,common,revenue target,,revenue; objective,annual revenue objective; revenue objective target,,achieve/exceed + revenue objective,"Revenue objective tập trung vào doanh thu, không nhất thiết là lợi nhuận.",Thường dùng trong sales planning.,Finance; Sales,revenue + objective = mục tiêu doanh thu,association,revenue objective = mục tiêu doanh thu,TRUE,3,,
,revenue projection,noun phrase,dự báo doanh thu,/ˈrevənuː prəˈdʒekʃən/,Ước tính doanh thu mà doanh nghiệp dự kiến đạt được trong tương lai.,The finance team revised its revenue projections for next year.,Nhóm tài chính đã điều chỉnh dự báo doanh thu cho năm tới.,,,hard,C1,800,common,"revenue forecast, sales forecast",,"project, projection, revenue","revenue projection, annual revenue projection, revenue projections for next year",project,revenue projection + for + period,"Không nhầm projection với actual revenue; projection là con số dự kiến, không phải doanh thu thực tế.",Thuật ngữ phổ biến trong kế hoạch và báo cáo tài chính.,Finance,project future revenue → revenue projection,association,revenue projection = dự báo doanh thu,TRUE,4,,
,revenue recognition,noun phrase,ghi nhận doanh thu,/ˈrevənuː ˌrekəɡˈnɪʃən/,Nguyên tắc và quy trình xác định thời điểm doanh thu được ghi nhận trong kế toán.,The auditor reviewed the company's revenue recognition practices.,Kiểm toán viên xem xét các phương pháp ghi nhận doanh thu của công ty.,,,hard,C1,950,common,revenue accounting,,recognize; recognition; revenue,revenue recognition policy; revenue recognition rules,recognize as,recognition of + revenue,Không nhầm revenue recognition với cash receipt; doanh thu có thể được ghi nhận trước hoặc khác thời điểm thu tiền.,Chủ đề kế toán chuyên môn.,Finance,recognize revenue = ghi nhận doanh thu,word_family,revenue recognition = quy tắc ghi nhận doanh thu,TRUE,5,,
,revenue source,noun phrase,nguồn doanh thu,/ˈrevənuː sɔːrs/,Nguồn tạo ra doanh thu cho doanh nghiệp.,Online sales have become an important revenue source.,Doanh số trực tuyến đã trở thành một nguồn doanh thu quan trọng.,,,medium,C1,800,common,source of revenue,,revenue,major revenue source; diversify revenue sources,come from,revenue from + source,Không nhầm revenue source với revenue stream; hai khái niệm có thể gần nhau.,Dùng trong phân tích mô hình kinh doanh.,Business,source = nguồn; revenue = doanh thu,association,revenue source = nguồn doanh thu,TRUE,4,,
,revenue stream,noun phrase,nguồn doanh thu,/ˈrevənuː striːm/,Một nguồn hoặc cách thức tạo ra doanh thu cho doanh nghiệp.,Online subscriptions have become an important revenue stream.,Các gói đăng ký trực tuyến đã trở thành một nguồn doanh thu quan trọng.,,,medium,C1,800,common,"source of revenue, income source",,"revenue, stream","new revenue stream, primary revenue stream, multiple revenue streams",,revenue stream from + source,"Không nhầm revenue stream với cash flow; revenue stream là nguồn tạo doanh thu, cash flow là sự lưu chuyển tiền.",Thường dùng trong Business Strategy.,Finance; Business,revenue flows from a source,visual,revenue stream = dòng/nguồn tạo doanh thu,TRUE,4,,
,revenue synergy,noun phrase,cộng hưởng doanh thu,/ˈrevənuː ˈsɪnərdʒi/,Doanh thu tăng thêm nhờ kết hợp hai doanh nghiệp hoặc sản phẩm.,The merger is expected to create revenue synergies.,Vụ sáp nhập được kỳ vọng tạo ra cộng hưởng doanh thu.,,,hard,C1,950,common,"revenue benefit, sales synergy",revenue loss,"revenue, synergy, synergistic","revenue synergy, revenue synergies",generate from,generate revenue synergies,Revenue synergy khác cost synergy.,"Có thể đến từ cross-selling, new markets, pricing...",M&A / Finance,revenue = tiền vào; synergy = cộng hưởng,association,ghép lại tạo thêm sales,TRUE,5,,
,revenue target,noun phrase,mục tiêu doanh thu,/ˈrevənuː ˈtɑːrɡɪt/,Mức doanh thu mà doanh nghiệp đặt mục tiêu đạt được.,The sales team exceeded its annual revenue target.,Đội ngũ bán hàng đã vượt mục tiêu doanh thu hằng năm.,,,medium,B2,750,extremely common,sales target,,"revenue, target","annual revenue target, revenue growth target",,target of + amount; meet/exceed a target,Không nhầm revenue với profit; revenue là doanh thu trước chi phí.,Collocation rất quan trọng trong Business.,Finance / Sales,revenue + target,association,revenue target = mục tiêu doanh thu,TRUE,4,,
,review,noun / verb,xem xét; đánh giá; ôn tập,/rɪˈvjuː/,"Kiểm tra, đánh giá hoặc xem lại một thứ một cách cẩn thận.",The manager will review the contract before signing it.,Quản lý sẽ xem xét hợp đồng trước khi ký.,,,easy,A2,400,extremely common,"examine, evaluate, assess",ignore,"reviewer, reviewed, reviewing","review a contract, performance review, review a report",,review + noun,"Không nhầm review với revise; review = xem xét/đánh giá, revise = sửa đổi nội dung.",Performance review và review a contract rất phổ biến trong TOEIC.,Office; Jobs / Recruitment,review = look at again,contrast,review = xem xét lại,TRUE,1,,
,review meeting,noun phrase,cuộc họp đánh giá,/rɪˈvjuː ˌmiːtɪŋ/,"Cuộc họp để xem xét hiệu suất, tiến độ hoặc kết quả công việc.",We have a review meeting with the manager on Friday.,Chúng tôi có cuộc họp đánh giá với quản lý vào thứ Sáu.,,,easy,B1,600,common,evaluation meeting,,"review, reviewer",performance review meeting,,attend/hold a review meeting,,Nghĩa cụ thể phụ thuộc vào đối tượng được review.,Meetings,review = xem xét + meeting = cuộc họp,association,Review meeting = cuộc họp để xem xét,TRUE,3,,
